product_ean	location	store_name	code
4977012782650	America/New_York	Dublin	US
1161537723202	America/Sao_Paulo	Curitiba	BR
8539803578666	Europe/London	Aberdeen	GB
3560356364012	Europe/Madrid	Baza	ES
9368531623633	Europe/Zaporozhye	Polohy	UA
4622392147147	Europe/Berlin	Bad Segeberg	DE
8045683102384	America/Boise	Nampa	US
3315619820541	Europe/Paris	Fontenay-aux-Roses	FR
8990253473503	Europe/London	Exeter	GB
0394550771986	Europe/Amsterdam	Zeist	NL
7240953991649	Asia/Kolkata	Pujali	IN
8626697805180	Asia/Kolkata	Sojat	IN
8006640762348	America/Argentina/Cordoba	Rafaela	AR
0003975321606	Europe/Sofia	Montana	BG
8759370271771	America/Argentina/Buenos_Aires	Chacabuco	AR
5121735113171	Asia/Kolkata	Aklera	IN
0259106797417	Europe/Rome	Perugia	IT
0122806640164	Europe/Madrid	Las Gabias	ES
4070473704831	Europe/London	High Wycombe	GB
4814202424566	America/Mexico_City	San Lorenzo Acopilco	MX
0300961935817	Europe/Rome	Malnate	IT
2750062727541	America/New_York	Peabody	US
9708706799648	Asia/Kolkata	Kashipur	IN
1703988760506	Asia/Tehran	Nowshahr	IR
6615934236735	Africa/Algiers	Messaad	DZ
6277200187266	Asia/Riyadh	Al Jubayl	SA
0893715178740	Africa/Tripoli	Ajdabiya	LY
8665050059877	Asia/Shanghai	Pingyi	CN
2772341970882	Atlantic/Azores	Ponta Delgada	PT
3441021445499	Africa/Dar_es_Salaam	Kidodi	TZ
5004992526321	America/New_York	Front Royal	US
3096245226302	Europe/Paris	Elbeuf	FR
0430688719343	America/New_York	Sun City Center	US
5680002969571	America/Los_Angeles	Palm Desert	US
4675489862638	Europe/Madrid	Villaquilambre	ES
3670840466082	Europe/Rome	Roseto degli Abruzzi	IT
6257929827476	Asia/Vladivostok	Nikolayevsk-on-Amure	RU
9331756008219	Africa/Johannesburg	Standerton	ZA
9180279044620	Africa/Maputo	Maxixe	MZ
5167451161478	Europe/Chisinau	Soroca	MD
7737779497535	Europe/London	Clacton-on-Sea	GB
1419974487899	Asia/Hebron	East Jerusalem	PS
0473792731580	Europe/Saratov	Privolzhskiy	RU
2575685640158	America/Chicago	Estelle	US
0712210945421	Asia/Karachi	Khairpur Mir’s	PK
6868455375098	Asia/Manila	Calauan	PH
7177946599899	America/Glace_Bay	Sydney	CA
6356893137601	Africa/Dar_es_Salaam	Same	TZ
1631314230617	America/Los_Angeles	North Tustin	US
7566464820194	Europe/Berlin	Bensheim	DE
1204711342353	Africa/Lagos	Kafanchan	NG
9344737492778	Europe/London	Blackpool	GB
3330097888883	Asia/Tokyo	Yamada	JP
1391126050697	Asia/Kolkata	Calangute	IN
9041163868794	Asia/Yekaterinburg	Ozersk	RU
5436165091129	America/Toronto	Sainte-Catherine	CA
8543210227925	America/Managua	Somoto	NI
4913223984629	Asia/Shanghai	Changzhi	CN
9446027049812	Europe/London	Belper	GB
4563504988251	Asia/Jerusalem	Ganei Tikva	IL
9252526884256	America/Montevideo	Durazno	UY
7658728523702	Europe/London	Mexborough	GB
9551747061232	Europe/Moscow	Valday	RU
8880064891460	Europe/Rome	Francavilla Fontana	IT
0457377352520	Africa/Lagos	Nkpor	NG
0419765393850	Europe/Zurich	Onex	CH
0443257575141	Asia/Kolkata	Chharra	IN
5709480103472	Europe/Berlin	Dahlem	DE
8597983990135	Europe/London	Clacton-on-Sea	GB
6843693354739	Africa/Khartoum	Ar Ruseris	SD
5650600534006	Asia/Jakarta	Pameungpeuk	ID
0598188388657	Europe/Brussels	Rixensart	BE
0483916710858	America/Denver	Aurora	US
0860898037706	Asia/Kolkata	Kenda	IN
5596246749414	Asia/Tokyo	Hita	JP
3657556451861	Asia/Yekaterinburg	Lesnoy	RU
3247787719184	Asia/Kolkata	Madhipura	IN
3609291828569	America/La_Paz	Tupiza	BO
9516659591352	Africa/Tunis	Siliana	TN
1033023630830	America/Detroit	Canton	US
6786443983066	America/Fortaleza	Guaraciaba do Norte	BR
5365873751158	America/Denver	Ken Caryl	US
9207799604117	Africa/Tunis	El Alia	TN
9960623628719	America/Puerto_Rico	Yauco	PR
2920372724671	America/Sao_Paulo	Caldas Novas	BR
0933357026020	Europe/Moscow	Tyoply Stan	RU
7224872002624	Europe/Madrid	Baza	ES
0904631394180	America/Denver	Saratoga Springs	US
0926067175140	Europe/London	Aberdeen	GB
4077013657930	America/Los_Angeles	Porterville	US
9392896146896	Europe/Warsaw	Brzeg	PL
6953413983313	Europe/Amsterdam	Zeist	NL
9179618425879	Europe/Rome	Ventimiglia	IT
0025509686029	Europe/Paris	Gonesse	FR
0758541659040	Europe/Oslo	Harstad	NO
8965651034793	America/Santo_Domingo	Santa Cruz de Barahona	DO
8739152889813	Europe/Berlin	Marburg an der Lahn	DE
5033696816223	America/Argentina/Buenos_Aires	Barracas	AR
8226650650224	Asia/Manila	Maasin	PH
6388892739319	Europe/London	Newbury	GB
4088558155188	Asia/Tehran	Isfahan	IR
8523367545929	Africa/Lagos	Lagos	NG
9205251907479	Asia/Kuala_Lumpur	Kulai	MY
1581799663892	Europe/Istanbul	Mardin	TR
0590711605569	Africa/Kampala	Kitgum	UG
8122033135251	America/Chicago	Coralville	US
3547419177178	Europe/Berlin	Bad Honnef	DE
8040656928183	Asia/Kolkata	Adra	IN
5470454338847	America/New_York	Yonkers	US
1041183032906	Asia/Yekaterinburg	Beryozovsky	RU
7325477375516	America/New_York	Gates-North Gates	US
5760878693548	Europe/Rome	Somma Vesuviana	IT
2520338254299	Asia/Kolkata	Pujali	IN
9377058620087	America/Belem	Soure	BR
8174894637955	Europe/Kiev	Zvenihorodka	UA
0619310146959	Asia/Tashkent	Parkent	UZ
0007741615234	Asia/Jakarta	Labuhan Deli	ID
5082340716877	Asia/Tokyo	Hita	JP
6887353421522	Europe/Paris	Niort	FR
1116462255342	Asia/Kolkata	Hungund	IN
4689140122092	Europe/Rome	Somma Vesuviana	IT
2864130916567	Africa/Addis_Ababa	Debre Tabor	ET
5667919040906	America/Sao_Paulo	Guapimirim	BR
6027390838987	America/New_York	Port Richmond	US
5243952059596	Africa/Kampala	Paidha	UG
1979725343237	America/New_York	Cypress Hills	US
3491863030797	America/Sao_Paulo	Artur Nogueira	BR
6677531077746	America/New_York	Fayetteville	US
4972108448342	Asia/Kolkata	Lal Bahadur Nagar	IN
3149276215293	America/Mexico_City	Teziutlan	MX
2208630134531	Europe/Paris	Marly-le-Roi	FR
2853628627801	Europe/Chisinau	Soroca	MD
6280468584753	Europe/Zaporozhye	Polohy	UA
0107271520067	Asia/Manila	Burgos	PH
2483276711753	Asia/Karachi	Kot Addu	PK
8664551868889	Europe/Paris	Colomiers	FR
9786515318809	Africa/Porto-Novo	Tchaourou	BJ
8861270145899	America/Los_Angeles	Opportunity	US
6562808350199	America/Mexico_City	Teziutlan	MX
3555091350697	Europe/Berlin	Bensheim	DE
1540069128349	Europe/Berlin	Hofheim am Taunus	DE
0114782547865	Asia/Kolkata	Parola	IN
8025326977432	Europe/Rome	Sassari	IT
9404924717586	Europe/London	Bushey	GB
7775178573504	Africa/Djibouti	'Ali Sabieh	DJ
1305417778245	Europe/Berlin	Kirchlengern	DE
5334925519923	Asia/Jakarta	Kudus	ID
6802703318468	Asia/Jerusalem	Rahat	IL
4800707465302	America/Los_Angeles	Mira Mesa	US
8530645816367	Europe/London	Clacton-on-Sea	GB
2023187506804	America/Bahia	Muritiba	BR
6282363627313	Europe/Moscow	Tyoply Stan	RU
1952594936472	Africa/Gaborone	Tonota	BW
4134444562537	Europe/Berlin	Neuburg an der Donau	DE
5461949233150	Africa/Niamey	Mirriah	NE
5715251291033	Europe/Moscow	Dyat’kovo	RU
5106523100663	Africa/Maputo	Maxixe	MZ
5828410104393	America/New_York	Lebanon	US
9244853501043	Europe/Madrid	Gernika-Lumo	ES
8985137220489	Europe/Podgorica	Budva	ME
1198386293204	Europe/Rome	Catania	IT
1045318649496	Europe/Madrid	Tudela	ES
2935794084197	Africa/Addis_Ababa	Arba Minch	ET
9128480080501	Asia/Jakarta	Randudongkal	ID
5056269367373	America/Los_Angeles	Norco	US
1663031471905	Africa/Tunis	Msaken	TN
1327974782336	Asia/Kolkata	Rajaori	IN
2062933754472	Europe/Istanbul	Edremit	TR
1420561072367	America/New_York	Brighton Beach	US
6557704750792	Asia/Kolkata	Calangute	IN
7630448402420	America/Los_Angeles	Sunnyside	US
5960668492867	America/Sao_Paulo	Imbituba	BR
9105804831667	Europe/London	Winsford	GB
1124403542215	Europe/London	Rhosllanerchrugog	GB
2996284348502	America/Detroit	Port Huron	US
7941651521779	America/New_York	Front Royal	US
1250690135332	America/Sao_Paulo	Esmeraldas	BR
5905513321602	Asia/Tokyo	Nonoichi	JP
7319926949694	America/Chicago	Hutto	US
7801682657987	Europe/London	East Dereham	GB
7159797143278	Australia/Melbourne	Carnegie	AU
3922035645094	Europe/Rome	Chiavari	IT
0845822140028	America/New_York	Morningside Heights	US
1428085667335	Asia/Shanghai	Pingyi	CN
0216557859484	Europe/Rome	Tortona	IT
7174969555284	Europe/Paris	Rueil-Malmaison	FR
4596872777554	Australia/Sydney	Griffith	AU
0191919517663	Africa/Lubumbashi	Yangambi	CD
0483090710132	America/New_York	Leland	US
7935222168852	America/New_York	Belle Glade	US
6048117040766	America/New_York	Deltona	US
3507472607081	Europe/Moscow	Valday	RU
7312171297084	Africa/Accra	Tarkwa	GH
9561104378736	Europe/London	Chapletown	GB
4949165313005	Asia/Shanghai	Licheng	CN
9224155885966	Europe/Madrid	Gernika-Lumo	ES
1674765441492	Europe/Moscow	Roslavl’	RU
0816200961511	Europe/Skopje	Saraj	MK
8151622679029	Australia/Sydney	Griffith	AU
1571018437953	America/Glace_Bay	Sydney	CA
8364236289939	Europe/Berlin	Bensheim	DE
0058415783698	Europe/Rome	Chiavari	IT
5047022687470	America/New_York	Gates-North Gates	US
8099248921668	America/New_York	Harrisburg	US
6601260170423	Europe/Moscow	Novopavlovsk	RU
1696647491746	Europe/Helsinki	Espoo	FI
1916739990934	Africa/Libreville	Franceville	GA
3563494189219	Europe/Moscow	Kireyevsk	RU
3398482526017	Asia/Yangon	Dawei	MM
2187565815848	Europe/Rome	Ragusa	IT
6613867268229	America/Caracas	Barinas	VE
7598473685679	Europe/Moscow	Malakhovka	RU
8802730248460	Asia/Tokyo	Komono	JP
6666638777321	Europe/Berlin	Rudolstadt	DE
1061106414510	Asia/Kuala_Lumpur	Teluk Intan	MY
1806353556602	America/Toronto	Beaconsfield	CA
2898754443147	Asia/Yakutsk	Aykhal	RU
3282201531850	America/New_York	Brunswick	US
8546825060192	Asia/Kolkata	Manjeri	IN
2219514900647	Asia/Colombo	Dehiwala-Mount Lavinia	LK
4210221722032	Europe/Warsaw	Ustka	PL
7039243311171	Asia/Manila	Talisay	PH
3265210462308	Europe/Berlin	Bretten	DE
1970749312223	America/Chicago	Muskogee	US
6040718251459	Asia/Jakarta	Jambi City	ID
1297546879064	Asia/Shanghai	Xiangtan	CN
9540467926242	Europe/Madrid	Gernika-Lumo	ES
4055812709609	Asia/Tehran	Nowshahr	IR
9546084802372	Asia/Tokyo	Nayoro	JP
9782285246359	America/Fortaleza	Pedro II	BR
4146977738488	Europe/Kiev	Voznesensk	UA
5443524823314	Asia/Manila	Pilar	PH
6088485387155	Asia/Kolkata	Alwaye	IN
1676270127144	Europe/Paris	Herblay	FR
1314774417445	Asia/Kuala_Lumpur	Kulai	MY
8711052277532	Africa/Accra	Bibiani	GH
4856280029066	America/Montevideo	Durazno	UY
6026152889854	Europe/Istanbul	Mardin	TR
5213439605790	Asia/Kolkata	Gajendragarh	IN
5033233064032	America/New_York	Stockbridge	US
5012205787988	Asia/Kolkata	Chharra	IN
9353737760251	Europe/Berlin	Gauting	DE
3483734850139	America/Guayaquil	Milagro	EC
9038613775825	America/New_York	Front Royal	US
4520713400998	America/New_York	Cypress Hills	US
3078285027927	America/Los_Angeles	Beaumont	US
6127375568677	Asia/Manila	Tupi	PH
6504364923967	Europe/London	Lancing	GB
6578637865735	Asia/Jakarta	Wangon	ID
9836820708373	America/Phoenix	Gilbert	US
0442516045821	Europe/London	Chapletown	GB
0241377840916	Asia/Novokuznetsk	Yashkino	RU
8537381188277	Europe/Moscow	Gavrilov-Yam	RU
2670719168940	America/New_York	Toledo	US
2779608561159	Europe/Rome	Bisceglie	IT
0702917378905	America/New_York	Peabody	US
5732564557410	Australia/Sydney	Griffith	AU
9310711878104	America/New_York	Chillum	US
7918969435203	Asia/Jakarta	Pameungpeuk	ID
9482902949990	Europe/Berlin	Gronau	DE
9966841273687	Asia/Karachi	Alipur	PK
5372700350293	Europe/Paris	Quimper	FR
3430787881382	America/Chicago	Independence	US
2703248569312	Europe/Stockholm	Boo	SE
3680848584718	America/Matamoros	Heroica Matamoros	MX
0461352760309	Europe/Madrid	Caravaca	ES
9454332054889	Asia/Tehran	Darreh Shahr	IR
8632529690718	Africa/Brazzaville	Brazzaville	CG
6215136195818	Asia/Karachi	Kanganpur	PK
6632261238058	Europe/London	Surbiton	GB
3043404215806	Europe/Rome	Volla	IT
2757773682688	America/Chicago	San Juan	US
7019906223010	America/Chicago	Estelle	US
2094944651860	Asia/Shanghai	Zaozhuang	CN
3073212711900	Asia/Kolkata	Meerut	IN
5354037541278	Europe/Vienna	Sankt Peter	AT
1429298334182	Europe/Rome	Somma Vesuviana	IT
2498821319704	Europe/Moscow	Solntsevo	RU
2726791268938	Asia/Kolkata	Uran	IN
7338083187633	Europe/Rome	Afragola	IT
7189514862922	Europe/Paris	Bron	FR
6137972239313	Africa/Douala	Tonga	CM
8335632674513	Europe/Lisbon	Carnaxide	PT
0671963424860	America/Los_Angeles	Lompoc	US
6830401124494	Europe/Berlin	Weimar	DE
2027004930407	Europe/Paris	Bar-le-Duc	FR
1217652122168	America/Chicago	Schererville	US
8995252337023	Asia/Jakarta	Labuhan Deli	ID
1249796183187	Europe/Berlin	Rudolstadt	DE
8900501792607	Asia/Shanghai	Pucheng	CN
3878525036906	Asia/Tokyo	Nonoichi	JP
9787042612804	America/Detroit	Waverly	US
9388104892815	Europe/Paris	Cavaillon	FR
2163491070872	Africa/Algiers	Boumerdas	DZ
9639334219058	America/Bahia	Canavieiras	BR
6372683438659	America/Halifax	Charlottetown	CA
9439194238660	Africa/Casablanca	Oulmes	MA
3967425631448	Europe/Madrid	San Juan de Aznalfarache	ES
7916888051191	Africa/Ndjamena	Mongo	TD
6704539305592	America/Santarem	Altamira	BR
5963838316383	America/Chicago	Estelle	US
2053320574087	Asia/Kolkata	Sathyamangalam	IN
5317807289466	Europe/Paris	Herblay	FR
3654610880582	Europe/London	Bushey	GB
1477448967315	Asia/Shanghai	Beidao	CN
0550843878903	Asia/Kolkata	Supaul	IN
3928209687402	America/New_York	Milledgeville	US
2005500621760	Europe/Moscow	Nizhniy Lomov	RU
5998395029933	America/New_York	Acworth	US
4967333723913	Europe/Rome	Afragola	IT
3194412384555	Europe/London	Gainsborough	GB
7316316706318	Europe/Minsk	Dobrush	BY
5688823733470	Asia/Tehran	Aleshtar	IR
1011257972919	Europe/Kiev	Voznesensk	UA
5366443229312	America/Matamoros	Heroica Matamoros	MX
8690605638306	Asia/Almaty	Otegen Batyra	KZ
6225139649164	America/Denver	Ken Caryl	US
3918362319777	America/New_York	Malden	US
5200753485344	America/Sao_Paulo	Sarandi	BR
2124793967130	Europe/Paris	Arles	FR
6916551848784	America/New_York	Cypress Hills	US
7414859992660	Asia/Shanghai	Shaowu	CN
3607326532733	America/Panama	Veracruz	PA
5789946243508	America/New_York	Taunton	US
3214293788157	Asia/Manila	Maasin	PH
4063041088488	America/New_York	Kensington	US
8143975109346	Asia/Manila	Antipolo	PH
6453629098639	Asia/Manila	Antipolo	PH
9021533357868	Europe/Berlin	Stade	DE
1098050693357	America/Sao_Paulo	Palmeira	BR
1917431480037	America/Managua	Somoto	NI
8699393298556	Asia/Seoul	Hongseong	KR
5387156821471	Indian/Antananarivo	Ambatondrazaka	MG
0120766900335	Asia/Kolkata	Sojat	IN
9207073552981	Europe/London	Rutherglen	GB
2563877323279	Australia/Sydney	Nowra	AU
4471944344615	Asia/Kolkata	Manjeri	IN
1674618018611	America/Phoenix	Scottsdale	US
2582782360681	Asia/Kolkata	Kangayam	IN
9123225270582	Europe/Minsk	Vitebsk	BY
4601594318319	Asia/Tokyo	Inawashiro	JP
4046751115071	Africa/Lagos	Ilesa	NG
8276367057151	Asia/Tehran	Shahre Jadide Andisheh	IR
1133776345897	Europe/Rome	Misterbianco	IT
9015507484193	Europe/London	Mexborough	GB
4456070423663	Europe/Paris	Herblay	FR
7801782525155	Asia/Tokyo	Gero	JP
2721312149659	Europe/Saratov	Privolzhskiy	RU
7205740841118	Asia/Tokyo	Karatsu	JP
9314634335669	Europe/Moscow	Severodvinsk	RU
2254666440443	America/Chicago	Kaukauna	US
1903099655597	Africa/Dar_es_Salaam	Usagara	TZ
0640485189571	Europe/Kiev	Shepetivka	UA
4452368494827	Africa/Ndjamena	Mongo	TD
8473277310554	America/Havana	Boyeros	CU
9167823450458	America/Puerto_Rico	Aguadilla	PR
8556773038358	Europe/Malta	Valletta	MT
7773529103783	Europe/Moscow	Bavly	RU
0210359873242	Europe/Madrid	Jumilla	ES
8854544847902	America/Havana	Media Luna	CU
6966366406402	Asia/Kolkata	Aklera	IN
5524472166040	Asia/Ho_Chi_Minh	Sa Dec	VN
2885655349333	America/Denver	Aurora	US
9480185688964	America/New_York	Far Rockaway	US
1712231043709	Asia/Tokyo	Toyokawa	JP
2695478385919	America/New_York	Lexington	US
2549248611749	America/Los_Angeles	Sunnyside	US
8554907753672	Asia/Shanghai	Yingkou	CN
4397758129036	America/Guayaquil	Cuenca	EC
7005026980490	Asia/Tokyo	Toyokawa	JP
8323227497975	Asia/Tehran	Shahre Jadide Andisheh	IR
5090061203477	Europe/Paris	Bron	FR
3471888323593	America/New_York	Brighton Beach	US
4317034160072	Europe/Istanbul	Serinhisar	TR
1218094316917	Asia/Shanghai	Yingkou	CN
8951744877651	America/Sao_Paulo	Resplendor	BR
8672560080895	America/Chicago	Abilene	US
8817007612684	Europe/Kiev	Lutsk	UA
3228592903593	Europe/Istanbul	Gaziantep	TR
0592334123864	Europe/London	Brierley Hill	GB
0567381449410	America/New_York	Mechanicsville	US
2522796880294	Asia/Kuala_Lumpur	Ulu Tiram	MY
3927924999937	Europe/Istanbul	Patnos	TR
0176502058129	America/New_York	Chillum	US
2638205005841	Asia/Tokyo	Gero	JP
2424474053009	America/Los_Angeles	Mira Mesa	US
7708257295233	America/Chicago	Greenville	US
2003338748727	Asia/Karachi	Daud Khel	PK
6926822716056	America/Chicago	Jackson	US
8705639868206	America/New_York	Front Royal	US
3820874565644	America/New_York	North Lauderdale	US
6609613583500	America/Boise	Nampa	US
7447661780521	Pacific/Efate	Port-Vila	VU
9186860765325	Africa/Dar_es_Salaam	Same	TZ
6700623263113	Europe/London	Belper	GB
7934299538049	Europe/Paris	Vienne	FR
9277605051817	Europe/Istanbul	Serinhisar	TR
5784466278856	America/New_York	Peabody	US
1424551707062	Asia/Colombo	Dehiwala-Mount Lavinia	LK
0253855355782	Asia/Manila	Pilar	PH
5158232741149	America/Chicago	Muskogee	US
2282148251225	America/New_York	Brunswick	US
2096355777627	Asia/Karachi	Kot Addu	PK
8448568574069	America/Argentina/Buenos_Aires	Pontevedra	AR
1273073907234	Europe/Berlin	Stade	DE
6316725164496	Europe/Madrid	Cardedeu	ES
3933633947008	America/Argentina/Buenos_Aires	Tandil	AR
2589572628051	America/Phoenix	Gilbert	US
0898958370432	Europe/Berlin	Charlottenburg-Nord	DE
0417807275973	Asia/Shanghai	Nanpiao	CN
3186676872619	America/New_York	Greenpoint	US
5308075419181	Asia/Shanghai	Jiangyan	CN
2680873994118	Europe/London	Lancing	GB
3577230189043	America/Los_Angeles	Aloha	US
3553380088085	America/Jamaica	New Kingston	JM
5320317041943	Europe/Berlin	Reutlingen	DE
6528068608289	Asia/Shanghai	Xiangtan	CN
8923742643316	Europe/Amsterdam	Tongelre	NL
2087847272706	Asia/Bangkok	Roi Et	TH
0402603346620	Africa/Algiers	Frenda	DZ
3055770399158	Europe/Paris	Montpellier	FR
9878638222504	America/Los_Angeles	Pahrump	US
7021441089105	Europe/Prague	Karlovy Vary	CZ
6847864457083	Asia/Samarkand	Jizzax	UZ
1310596361638	Africa/Casablanca	Oulmes	MA
6026119444881	Europe/Sarajevo	Bijeljina	BA
3138926365297	Europe/Berlin	Zeitz	DE
5656662631684	Europe/Moscow	Danilov	RU
2474998644313	America/Fortaleza	Guaraciaba do Norte	BR
6077101572969	Asia/Manila	Recodo	PH
8868281687011	Asia/Kolkata	Betamcherla	IN
8612442494822	America/New_York	Kendall	US
6076817463844	Europe/Madrid	Ferrol	ES
5030880470421	America/Sao_Paulo	Resplendor	BR
6658135267092	Asia/Tokyo	Hakodate	JP
1532508100306	America/Mexico_City	Guanajuato	MX
5347276536259	America/Santiago	San Bernardo	CL
4648338227261	America/Bogota	Madrid	CO
2858118111747	Asia/Jerusalem	Rahat	IL
8217055931988	Asia/Manila	Santa Catalina	PH
8581322198863	Asia/Seoul	Goyang-si	KR
2155014607436	Europe/Berlin	Burscheid	DE
7245225422913	America/Jamaica	New Kingston	JM
7532153841252	Europe/Madrid	Segundo Ensanche	ES
2650472024714	Europe/Moscow	Petrozavodsk	RU
8288441538883	America/Bahia	Tucano	BR
1488068678116	America/Los_Angeles	Bothell	US
7121931558972	America/Chicago	Fairview Heights	US
0165443150160	Asia/Yangon	Myawadi	MM
4068366721959	Europe/Moscow	Kolomyagi	RU
5192132608737	Africa/Algiers	Ksar Chellala	DZ
5298219659873	Europe/London	Clacton-on-Sea	GB
1910531397328	America/Sao_Paulo	Miracema	BR
5425572932934	Europe/Berlin	Stade	DE
2902701699065	Asia/Tokyo	Hita	JP
0917603651440	Asia/Manila	Pilar	PH
0921414286807	Europe/Berlin	Pfullingen	DE
6941057858883	Europe/Berlin	Stuttgart	DE
4288314922515	Asia/Kuala_Lumpur	Kampung Ayer Molek	MY
1970332263345	Europe/Moscow	Bogoroditsk	RU
6513551635767	Africa/Porto-Novo	Tchaourou	BJ
8901278357587	Asia/Tokyo	Suzaka	JP
9052950915676	Europe/Kiev	Zvenihorodka	UA
1346768721382	America/New_York	Greenpoint	US
3824954551466	Africa/Khartoum	Ar Ruseris	SD
9807671405384	America/Chicago	Tupelo	US
8150128128703	Europe/Zaporozhye	Polohy	UA
0281078826239	America/Mexico_City	Tuxtla	MX
4089590738155	America/Sao_Paulo	Itaperuna	BR
3513703621399	Africa/Luanda	Luena	AO
4356870678020	Europe/Rome	Roseto degli Abruzzi	IT
9556176969302	Europe/London	Brierley Hill	GB
